DeviceID,Event,EventValue,Date,Date2,DeviceType,DeviceName
31,open,TRUE,6/29/2017 9:40,13.39685185,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:40,13.39688657,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 9:42,13.3984838,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:42,13.39853009,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 9:42,13.39865741,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:42,13.39872685,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 9:42,13.39877315,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/29/2017 9:51,13.4046875,door_lock_device,Front Door
32,open,TRUE,6/29/2017 9:51,13.4047338,wireless_sensor,Front Door
32,open,TRUE,6/29/2017 9:52,13.40556713,wireless_sensor,Front Door
32,open,FALSE,6/29/2017 9:52,13.40561343,wireless_sensor,Front Door
102,locked,TRUE,6/29/2017 9:52,13.40561343,door_lock_device,Front Door
31,open,TRUE,6/29/2017 10:21,13.42582176,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 10:22,13.42596065,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 10:43,13.44071759,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 10:43,13.44077546,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 10:43,13.44077546,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 10:43,13.4409838,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 10:51,13.4465162,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 10:51,13.44657407,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/29/2017 11:00,13.45252315,door_lock_device,Front Door
32,open,TRUE,6/29/2017 11:00,13.45253472,wireless_sensor,Front Door
32,open,FALSE,6/29/2017 11:00,13.45261574,wireless_sensor,Front Door
32,open,TRUE,6/29/2017 11:00,13.45268519,wireless_sensor,Front Door
32,open,FALSE,6/29/2017 11:00,13.45269676,wireless_sensor,Front Door
102,locked,TRUE,6/29/2017 11:00,13.45270833,door_lock_device,Front Door
31,open,TRUE,6/29/2017 11:24,13.46957176,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 11:25,13.4696412,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 11:30,13.47353009,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 11:31,13.47392361,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 13:25,13.5534375,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 13:25,13.5534838,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 14:09,13.58385417,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 14:09,13.58388889,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 14:10,13.58430556,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 14:10,13.58436343,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 14:21,13.59219907,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 14:21,13.59232639,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:09,13.62560185,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:09,13.62569444,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:09,13.62571759,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:10,13.62597222,wireless_sensor,Interior Garage Door
